,total_amount
209,11.468644449970917
210,10.024953506329654
211,15.932831978252622
212,13.38176187564296
213,10.899508193823536
214,7.72330410222033
215,17.274754093510992
216,9.524495450560913
217,35.705841586520194
218,13.558239738151304
219,13.27032622011303
220,9.818169160542336
221,7.752873689403323
222,16.395615064147467
223,9.219484030848056
224,8.74435229934721
225,10.370466916036763
226,17.387749816123666
227,7.8905218488918685
228,14.394830093857054
229,64.58042008499422
230,55.65236271828167
231,12.805664003015389
232,12.920414574872785
233,11.91771616472168
234,16.028598690298757
235,15.836342480287435
236,39.317675707269025
237,9.130145563510865
238,11.667780311545643
239,8.959475060306024
240,7.933830508982297
241,17.09796074676808
242,10.996440987110477
243,16.31296170604907
244,15.71105904464413
245,9.05385220358828
246,14.85045159190119
247,14.026090532710143
248,15.684454717047194
249,17.23094561997188
250,8.348400224692162
251,9.782234103853952
252,72.76192560197134
253,7.772826115745389
254,9.310063405841015
255,10.165137028202086
256,13.878988585435355
257,19.69588472852676
258,9.203932745601232
259,12.987985652394311
260,13.344607862701286
261,10.038406444260245
262,8.714432916869415
263,8.294707756938447
264,7.939901725586993
265,20.085828692424347
266,12.734643163724316
267,12.817726296863697
268,24.817802450357526
269,8.106865290162649
270,13.79353491797032
271,12.97867801791478
272,13.485852524483143
273,25.461380698021024
274,12.786493565847328
275,8.241885105721899
276,64.03303916646173
277,10.277083101923187
278,14.467437166555271
279,10.19248453544996
280,11.530247876765747
281,11.836199209811872
282,12.021909478270228
283,13.268240355329574
284,19.725597429977785
285,10.564159146107531
286,13.085111887665095
287,12.729654283048223
288,12.76546337471021
289,7.2126761657374745
290,8.892698510507994
291,9.269318985891447
292,10.184884451637823
293,18.554999043717043
294,9.185677958253986
295,11.039124843604446
296,20.002348473504497
297,12.691594305362253
298,13.525065781257739
299,13.492819658230838
300,8.937934375218035
301,12.42432481459527
302,13.116380989876712
303,6.929538403464632
304,9.558806424050372
305,8.482809769420255
306,11.972760832536126
307,8.789618642484314
308,10.8501642942543
309,13.710738425073053
310,18.211666178554612
311,48.83639707813109
312,15.375345878575846
313,11.577982796599033
314,10.59825648786762
315,9.70352987289086
316,7.807928928355113
317,48.69646231575648
318,19.413389346177848
319,8.718140507709455
320,8.429781447306754
321,25.461334827380412
322,22.786784681326477
323,7.968945749340466
324,26.03734624190155
325,9.239488785368131
326,20.203525011193456
327,7.813311023837667
328,11.415484901879335
329,9.635825448109669
330,8.751645655145769
331,8.428824483248267
332,14.427834370662419
333,9.714057393020248
334,43.04367162973176
335,28.979403443261724
336,6.839393297151848
337,16.303046304558972
338,14.712997419632707
339,27.625341948772355
340,7.976021293081268
341,28.795479009624053
342,11.130443176390315
343,13.79498887382747
344,11.008703779890222
345,21.488546943092675
346,32.216525263812535
347,11.34785563610198
348,8.729043907981687
349,7.715789673245744
350,10.290934872499768
351,7.397204949378199
352,34.07132352170558
353,8.228963549623042
354,14.717753244304465
355,12.321610485912528
356,8.996751138570579
357,11.18714324205068
358,9.488062718702336
359,9.448349899299778
360,7.957125168209524
361,8.938621346613811
362,8.269256974274233
363,10.612022220109871
364,7.788245767728635
365,8.165097465485694
366,10.579260114801517
367,9.722420220336055
368,9.252081683277824
369,13.529667351461958
370,8.685009944826882
371,8.802537166690632
372,11.377949946034741
373,40.62561586198928
374,14.014910991610368
375,20.044918542779094
376,13.40014866816578
377,10.1330724069134
378,8.647594440406259
379,18.490530864733483
380,8.23717176614049
381,17.62015186574011
382,8.968233432949006
383,7.226829736276259
384,18.193347213267085
385,12.806165962651868
386,10.993765200479418
387,11.343055974931087
388,15.75766650695789
389,26.43967726187227
390,9.743806588759035
391,10.810650680734204
392,9.711350661704971
393,11.721654177084975
394,7.799530487124752
395,9.682074804044813
396,6.501673443306689
397,8.835409816929666
398,9.966609669808992
399,27.135475047400252
400,16.665152619341754
401,16.800364842369383
402,10.567053468035697
403,11.264124808911458
404,9.664379193434579
405,8.148217467776831
406,10.144398299826074
407,10.623104558481378
408,9.340973474246772
409,10.229102525693657
410,11.676792542077866
411,22.692860834565398
412,9.858518352296173
413,13.806139879263831
414,45.00363600705342
415,10.02971324441662
416,12.359610685378037
417,7.961847669381665
418,10.777136473523274
419,21.114604600990003
420,12.781435393833554
421,8.491833444322735
422,13.94192111331292
423,10.488651444358545
424,18.81515428881071
425,9.611218977340823
426,8.582119379016742
427,9.52931264579163
428,8.081228154049185
429,16.753832707940102
430,8.055712008166456
431,8.96774354507709
432,9.316829777216771
433,13.029643238754812
434,17.56169947565689
435,17.974406277998956
436,24.182217172009484
437,8.987119020706869
438,8.420944552610317
439,19.42807038501452
440,39.06440792542831
441,6.149966852033063
442,10.175927048763551
443,11.34425824366138
444,10.871366300345276
445,10.300209933597028
446,16.455888464462628
447,9.580493483040124
448,13.113415935016507
449,9.380560676627137
450,11.43918884651285
451,10.12072201777308
452,9.771959222109029
453,8.6505618646964
454,19.24417036500868
455,20.80615386378086
456,15.744037277917542
457,20.638940810517962
458,7.974619120497594
459,13.497027339826293
460,27.65786612070802
461,24.962564612778998
462,12.792252386974692
463,9.718025327518516
464,10.658884071646405
465,7.9738680749445985
466,8.384786732719757
467,30.41694194939623
468,10.890367444904046
469,20.056340063829524
470,15.436629445405615
471,13.593924153558914
472,7.8286539141034535
473,7.67715240736425
474,8.70608572428625
475,29.601649001896575
476,93.94189588769135
477,9.935459857362144
478,11.855250088036241
479,16.280307200050487
480,16.075743176554724
481,9.50708959177758
482,16.77030353354425
483,70.39302885590521
484,8.64481806936521
485,9.32323903300403
486,14.156182715819094
487,8.246211050222596
488,10.347468415806683
489,7.314747101580097
490,8.298635164389514
491,18.99063930190896
492,8.00826195172536
493,8.233532033252912
494,10.117297595122531
495,17.510709514232524
496,10.980804037621695
497,9.820836853809736
498,9.064220594939249
499,82.54494019613021
500,8.291749469672034
501,37.97111083172689
502,8.871373031224902
503,10.114230747834764
504,18.082880640325445
505,11.127471575196722
506,8.946607554628496
507,30.203818648858743
508,17.938701672070966
509,9.123587307001978
510,11.795550311566435
511,21.347238172823992
512,12.53560433563363
513,18.837210424919462
514,13.389205212717828
515,11.404821843127811
516,22.40604453937999
517,7.259093393797979
518,23.106865631170734
519,11.70811392126468
520,9.921495766872393
521,17.167634519980236
522,11.4461264831936
523,51.13236596076243
524,15.906774076522883
525,10.862455526611745
526,15.937444852487426
527,15.731967315561228
528,9.67360646764118
529,11.254422578012505
530,10.047176747406082
531,10.455944784838843
532,12.10455844235818
533,13.534961526978869
534,8.296177526981076
535,27.472867043008865
536,9.724786543081251
537,13.594881304693686
538,54.499158826425614
539,7.753467382813774
540,9.453466200585884
541,14.926201283868874
542,51.533764493187945
543,9.735463872687829
544,8.401147592988243
545,25.904379297958123
546,10.639698707808678
547,14.306304927498477
548,8.516412397713788
549,17.009123348425348
550,10.504656719154505
551,45.891682986096626
552,8.511913880648056
553,16.012727578149573
554,9.484635002318125
555,10.016787191706126
556,10.709661870350558
557,67.20272944718332
558,11.396282332158416
559,10.2096905470515
560,11.468210411206647
561,8.555103900657977
562,8.091320667342979
563,17.334682313956655
564,13.198332627008325
565,16.042906538946998
566,10.231581778810638
567,60.881929459910644
568,12.902344912945706
569,11.134867859572502
570,12.392579436745256
571,18.934345510186997
572,9.991698005091568
573,15.377036000439265
574,23.612309515405023
575,9.0892050183361
576,25.336485323217822
577,10.998734479448657
578,7.955667852380735
579,9.932421646058097
580,11.329700251034383
581,29.44778899880066
582,8.623755754344954
583,9.67844799052826
584,57.235354764285056
585,10.11618795705364
586,79.01170020296091
587,10.849605777669927
588,11.043176246190255
589,11.028606882562014
590,18.56000416247308
591,19.93052602462765
592,7.35801455579736
593,9.94054447872493
594,19.058645303929673
595,28.56229388194895
596,17.578005791974952
597,11.669719730306454
598,7.105924161931434
599,10.955395433963073
600,8.067255921701523
601,17.29856201933131
602,13.152614648479467
603,8.79227530598762
604,16.017319287451528
605,8.509416545870073
606,17.42636989115678
607,14.53614094911753
608,8.266962561395886
609,78.82394998933474
610,10.071849206025165
611,13.359969358680573
612,20.857061476592158
613,10.15066988674702
614,10.615141343929677
615,9.10231412508361
616,11.790806878370132
617,9.557021373726997
618,10.701721696521354
619,20.212419939714483
620,14.001964081438508
621,7.464264637806466
622,10.196282565588406
623,21.841036855728724
624,8.08142157637261
625,24.65178372719496
626,13.052693552785492
627,8.838479604929406
628,7.778613474214464
629,18.298888774429308
630,9.240128215442713
631,9.384128904763694
632,8.991323513543529
633,9.553919322769369
634,9.18854608362628
635,10.841632307044438
636,35.22782924593369
637,10.92421900965628
638,22.506165102652936
639,10.881059693347076
640,11.82061766939753
641,11.646786708795966
642,14.269350544112065
643,12.914044836099995
644,12.86931755907569
645,14.365999361734385
646,87.88050665194413
647,16.82924633975902
648,10.187084692850883
649,21.87635660258134
650,14.85770385250026
651,83.91412835056809
652,8.034335786846812
653,13.028125739617353
654,15.366136935664738
655,13.918632725650067
656,8.342165906830957
657,12.556928011935252
658,30.23742072546012
659,13.041108489675862
660,9.53721199090326
661,10.817475439089545
662,11.090788432258952
663,11.763054808563345
664,8.732331591515043
665,11.204715653419864
666,14.555702614213507
667,15.757587245409454
668,7.803971427413556
669,15.465334237212199
670,17.78944786620984
671,17.311404503872456
672,13.256887207931115
673,9.526239036573212
674,13.756621421056701
675,9.813515102990893
676,7.785963049780633
677,10.662117896030908
678,22.458511435476183
679,12.111648802461911
680,13.625870907498497
681,7.02390198689996
682,12.066339373617927
683,22.765990624329614
684,11.188676720046482
685,18.881600761264895
686,14.66488734794205
687,11.178451569642787
688,13.275482519851497
689,54.57121504800564
690,50.318476061465994
691,11.04006049972968
692,24.021090427172965
693,55.35633085242669
694,11.967542396552492
695,8.12628830837799
696,9.046097326566812
697,21.959085066178226
698,26.639229047023026
699,14.71446691345695
700,53.63909034469072
701,9.360044959576413
702,11.083627362430265
703,11.109590185290664
704,18.580569393439678
705,14.053712588379032
706,9.39630844920032
707,11.851566682133218
708,62.544312256956886
709,8.412711585359968
710,12.623657013528742
711,11.660587093471264
712,7.501008191225287
713,7.011192846124929
714,15.327176180594051
715,11.717534831883778
716,14.134339993301644
717,8.619701453686956
718,26.991618952954337
719,15.451314977172949
720,9.082164837586447
721,41.898274906600086
722,10.590121583563029
723,15.985697600004466
724,10.199151834800167
725,7.36839438313826
726,42.53907052192511
727,9.70984409056978
728,8.916721970071885
729,9.154013853031936
730,9.8180496813479
731,38.69074341641444
732,7.970561090593874
733,14.305436590687547
734,8.88152893909621
735,16.07557293060498
736,14.699718027979868
737,9.029757671911838
738,14.986926981305409
739,11.292733555003712
740,9.580760070240975
741,11.898945778581172
742,18.90618180152959
743,17.833364417217684
744,9.579053423408508
745,15.742108782325003
746,11.786604261125602
747,29.29988926289387
748,15.550107273108333
749,40.02807683631333
750,10.259487314484767
751,7.877041704687697
752,24.38581917176302
753,8.991421073609095
754,29.067016649970167
755,11.051114204429815
756,9.222461362115537
757,41.162848510743224
758,12.681809766546435
759,9.350010461892685
760,8.359530509733766
761,10.620533002268882
762,26.60012969442837
763,8.398225323096497
764,18.454490898955616
765,25.67150535965053
766,10.214789255958857
767,9.466018007337368
768,9.709659211287493
769,11.472235146597177
770,9.739013691138686
771,10.556767400929559
772,15.896615870777982
773,9.373031919571279
774,8.858377375133026
775,8.53670417586706
776,16.005110926405255
777,43.89788342151423
778,57.61719075556359
779,14.879235142858269
780,10.78953875006854
781,9.23804270944767
782,8.01648434450974
783,6.5172831512869935
784,11.88972724553069
785,17.00734426977941
786,10.699954476551111
787,31.220427269765743
788,8.626645029390618
789,8.753110374640185
790,11.7109378346513
791,13.709762245828907
792,11.886390483927332
793,8.739698410817093
794,9.349802034066776
795,41.88085670928841
796,9.892766279085796
797,8.572959807889912
798,10.551003948104535
799,14.224927727080203
800,13.237340824121986
801,10.570529928330666
802,7.7838022476415505
803,15.019418326004525
804,37.9208472026372
805,8.819146955344369
806,10.726219267299498
807,8.808089788341963
808,13.708497794421117
809,15.881973618447352
810,9.629120353985705
811,32.44046644126837
812,11.903106243921735
813,8.955357537975921
814,11.653122392646734
815,25.785989789899894
816,21.67303489263501
817,8.699704653582906
818,9.265621253258844
819,11.190798579389726
820,11.623318626535855
821,9.157584979556642
822,7.05836693873065
823,12.07106404154243
824,10.350677752015496
825,18.828333984886513
826,5.64729419191082
827,6.743961845612453
828,9.757770166190166
829,50.53644448991863
830,13.317928745007386
831,21.834255113144316
832,12.192882395815777
833,8.308216373633462
834,9.685228674868977
835,10.566471384890088
836,13.040493673061707
837,17.76170769354428
838,17.38284766604424
839,20.164599766398098
840,16.37053622075524
841,55.41518871953226
842,8.148622313044369
843,11.680374248699852
844,10.108729609072467
845,7.605772919119857
846,7.735730619275062
847,7.899605339886255
848,16.166918359648722
849,15.000682348101341
850,11.796158331312546
851,10.672731320011968
852,14.541907605738324
853,35.414498543315915
854,11.352130268402455
855,11.236996017679534
856,12.565865445799973
857,10.087553407579072
858,10.576473264613792
859,10.338850627146705
860,19.685921468950543
861,50.62682803527401
862,20.204062448044038
863,12.778375997995044
864,8.991836127325938
865,11.429156189975297
866,10.497852591506781
867,9.629253729147207
868,17.63719367617237
869,7.069594943286849
870,8.196078290281067
871,12.676745660810909
872,9.661137106094522
873,9.563972386922783
874,12.577749793273966
875,16.744513231123644
876,6.645036594277282
877,12.976718278681926
878,8.226375911394625
879,11.882750721708954
880,47.55454138401452
881,8.029900445018775
882,7.436492454902829
883,12.404245793515878
884,14.828577378107287
885,15.884785415257685
886,12.85713973805523
887,6.570702459914841
888,8.196715522527171
889,8.875503809395864
890,11.708860687505119
891,13.433739813759042
892,15.108150266815633
893,17.52124592598197
894,9.533959794502634
895,81.30656179244667
896,15.561750882305097
897,19.507224781937797
898,6.618158456976385
899,32.943565457299435
900,14.040669925033553
901,11.794477424495016
902,8.28153149204786
903,77.14147756907455
904,8.046907782681968
905,16.282713639325166
906,10.372278995180205
907,12.104085074262873
908,9.172186630547971
909,10.475945144869705
910,20.745930165753975
911,28.82354068594355
912,10.511375891345477
913,43.002395434370435
914,10.137681116334322
915,13.067261612590203
916,14.571499634347289
917,13.468229966725039
918,9.01961249738196
919,36.122692325008984
920,37.88874106454138
921,12.982361782621782
922,12.709397974335667
923,26.42762719851058
924,8.470374800621975
925,44.469293773916384
926,26.538848993888074
927,11.562999680808984
928,10.898482796090747
929,6.775841764340666
930,9.505092269158828
931,11.236389723223885
932,16.63513577652607
933,13.337558959637029
934,11.736304972707247
935,33.88414902628355
936,9.50344127994617
937,9.722152261413308
938,8.142278385154016
939,9.982306425424142
940,8.476857315323274
941,14.094487243712047
942,12.577319311970593
943,12.873406944348421
944,13.592658368419485
945,13.656159774002147
946,10.892927136396862
947,9.326907589033723
948,60.25241607785836
949,31.19169001993117
950,18.211246783809873
951,54.899956367696674
952,8.73510282222678
953,55.53543373868882
954,8.131567356794957
955,23.151310656094076
956,8.485634547169788
957,9.382647736757807
958,15.859123619636977
959,13.848564280217644
960,8.718372901626024
961,14.26848982900909
962,9.860805658368413
963,7.185612610859872
964,29.90988336207819
965,21.351483853536624
966,28.050373613996314
967,14.731880172669733
968,15.949875600110547
969,13.119452529111905
970,11.983077961795015
971,10.596950306535396
972,13.537889829557681
973,8.079564234913937
974,11.012580239358211
975,45.23866079600573
976,20.026453220200064
977,8.219720709925976
978,8.91910057281918
979,8.788932069454596
980,9.94931353006944
981,8.764438007115077
982,8.239452938083161
983,51.73030679464022
984,22.547152772981477
985,8.440156093108305
986,9.810550843305709
987,7.698755416266992
988,8.437211066337465
989,6.5666535403686135
990,18.368728314288845
991,11.755012347980497
992,9.188381388088882
993,11.560688858556498
994,9.374663224739013
995,74.14781842591992
996,8.464790602570902
997,52.18239212998262
998,11.285346099886494
999,12.498038725754087
1000,7.99743270933803
1001,9.07375884708978
1002,10.171214736455992
1003,11.247781199788031
1004,12.071550471121213
1005,14.245936554140302
1006,10.374381374576929
1007,15.098513231497925
1008,14.513806406471074
1009,8.961897266942755
1010,17.108693901007886
1011,12.363064820935369
1012,16.33734466728722
1013,9.720168500154676
1014,6.325907376980245
1015,10.866566635038001
1016,13.630937451998808
1017,11.865735898030197
1018,13.437346398050703
1019,14.57954922191944
1020,10.906484335085665
1021,9.251590499080562
1022,7.985346735744902
1023,10.730741447396445
1024,10.267099609743788
1025,24.316440802591213
1026,13.033749676051523
1027,21.391247682192148
1028,10.857799120395503
1029,7.8767289180461955
1030,15.262334839013937
1031,11.687045450068918
1032,10.438979955566936
1033,7.443421350171365
1034,11.395965276074943
1035,8.738977443941865
1036,9.24153473842344
1037,15.508128785237458
1038,7.519792319031269
1039,8.288746443231153
1040,9.299775425395598
1041,47.49884949646469
1042,52.97011356336977
1043,13.51946722876218
1044,17.36082677797175
1045,10.475414974823376
1046,88.93754097225593
1047,9.028438172130931
1048,11.130671224983066
1049,7.5800040790121415
1050,11.221726213397833
1051,12.149354730975599
1052,9.467396340457562
1053,24.748609470577996
1054,9.211620917425808
1055,16.62299588630406
1056,28.673201976967817
1057,30.674508572189946
1058,7.617698717009289
1059,24.256880740062382
1060,9.45647532912114
1061,24.237869414972078
1062,14.402052389699922
1063,11.33821662264644
1064,11.012817114308579
1065,9.154232309105657
1066,10.215195857150041
1067,14.23712193487054
1068,8.50781105503477
1069,12.010427017252033
1070,9.36694615292892
1071,38.36885580194417
1072,12.493453044198384
1073,9.13630329851374
1074,41.21156802074603
1075,20.230159444853594
1076,11.270712081791702
1077,12.534310042108075
1078,11.243552954803654
1079,10.441533684965012
1080,15.339355052320474
1081,9.771616735356783
1082,57.5411409636678
1083,6.23800183154795
1084,18.426852865708206
1085,9.793973539745245
1086,18.0662773646159
1087,9.406799408916216
1088,17.216559039316625
1089,12.78426098373333
1090,11.236490302798998
1091,11.15433547521052
1092,7.937358077782878
1093,14.718435070498366
1094,9.819348609225143
1095,10.647870214426945
1096,7.917105849901206
1097,11.78233535632448
1098,8.067251588447457
1099,7.893939955980286
1100,8.884739115619182
1101,12.891229611060508
1102,11.111549769315078
1103,8.4170543671168
1104,16.13985126794539
1105,9.206417601185038
1106,78.64508640493835
1107,36.33199983244712
1108,13.56566572941586
1109,26.16094956306006
1110,12.577792057322213
1111,11.219311891194929
1112,9.393190475897832
1113,25.918724146862484
1114,16.578709561457625
1115,23.459956690004294
1116,8.63855176211032
1117,10.1066079672325
1118,12.886185093494475
1119,10.170120911519895
1120,12.695338352846449
1121,15.538657526768985
1122,5.758117290631481
1123,12.70252658575805
1124,10.015760221504877
1125,54.336941131777735
1126,9.420627465560383
1127,35.367903402815465
1128,10.74371369886766
1129,15.620998788729265
1130,14.728329731216224
1131,9.860326978503984
1132,13.332329760404987
1133,12.242006027213018
1134,25.955358817331657
1135,11.990112154182706
1136,17.624601058612093
1137,23.953005737039653
1138,10.995381799354048
1139,15.04968891635425
1140,6.883958128404851
1141,6.4172504048676995
1142,19.691480629383197
1143,16.9298818482818
1144,14.359614713820747
1145,13.339569095748994
1146,9.401801251349445
1147,39.75314778631907
1148,13.34244477498258
1149,29.652074806828352
1150,8.201036194328104
1151,12.183626179037642
1152,8.502529892393584
1153,14.381864295974278
1154,72.78078653883148
1155,16.24938837785761
1156,6.1362968375483025
1157,21.103912217961234
1158,8.894400889592564
1159,11.617503304115502
1160,27.158519282378528
1161,13.920611258598573
1162,23.391285123516813
1163,12.845205429745057
1164,52.24849104325778
1165,13.135743229535567
1166,29.674547080052417
1167,38.65093946868382
1168,8.231582549811245
1169,15.145941146474486
1170,13.692626781014761
1171,38.791407805204024
1172,66.82407232356424
1173,28.595113487535304
1174,15.378017516540613
1175,10.98751178264844
1176,11.022464402653076
1177,11.407903652663544
1178,8.247294804091403
1179,11.640886226998983
1180,22.79401011661462
1181,10.801266449996985
1182,13.700794225449295
1183,11.91798115854539
1184,12.831881213750938
1185,28.850639196333063
1186,15.801611312062363
1187,10.685595099512147
1188,36.57362492615813
1189,14.376952930360762
1190,7.904888863211173
1191,10.445430420562998
1192,10.63520127465674
1193,12.24077756246921
1194,17.02525096711085
1195,17.773339915105293
1196,33.26621382425234
1197,10.078448811617102
1198,19.003030886775036
1199,11.34438056382894
1200,11.013382921601231
1201,10.288032974182734
1202,9.651712203358805
1203,11.694588551253572
1204,19.341008244227037
1205,11.377150244342912
1206,9.291320343050101
1207,10.948724303753103
1208,11.663174315575981
1209,15.105313943160526
1210,8.849585588476419
1211,16.79767359262905
1212,13.647551146050306
1213,20.077969094533938
1214,11.270732133359816
1215,29.600396769009215
1216,61.52495261083292
1217,26.431478653801687
1218,11.501058964690161
1219,48.09395651448835
1220,12.764169762071024
1221,10.796991252324142
1222,17.609974801029832
1223,10.807394989270094
1224,17.854523181220678
1225,11.02271154552701
1226,52.71373440813412
1227,10.717121112249876
1228,12.114955444265702
1229,6.998952993980472
1230,11.120897658757753
1231,22.25157791546083
1232,8.311992564531195
1233,9.177320758546376
1234,8.309092760245093
1235,8.457323690400662
1236,71.78084786152722
1237,8.264083672030992
1238,7.580551165485181
1239,8.280441129943783
1240,10.20035985318126
1241,12.109456904580776
1242,13.513689789203479
1243,7.750572940527525
1244,7.275601776851871
1245,79.56606948657515
1246,13.879547177938662
1247,9.476826467529332
1248,16.811900568568813
1249,20.67801630869386
1250,9.86871223276538
1251,8.507716003120752
1252,11.500058625893884
1253,12.045628578553368
1254,8.889873213957738
1255,15.132865656881169
1256,11.14891931991518
1257,25.25435949948473
1258,11.259473686398458
1259,8.599819167282433
1260,15.723465092336923
1261,7.113035945063363
1262,14.74666095114846
1263,17.502879868116214
1264,12.888312012933419
1265,9.244521202908192
1266,16.694373730171144
1267,11.282893292607186
1268,11.101450244633563
1269,9.269656441637704
1270,9.954074304131804
1271,25.869690966840203
1272,23.817510945291975
1273,14.36245384348403
1274,8.552863737939367
1275,9.373538481737874
1276,9.919318386251538
1277,11.112835169981233
1278,12.703457529589336
1279,43.45771229726283
1280,8.52832982029994
1281,18.272664752953418
1282,13.787490983675779
1283,7.929310750810473
1284,8.398353182555496
1285,9.372133588754334
1286,10.653820686059797
1287,20.044512013924482
1288,19.408491259750786
1289,8.256739829503315
1290,12.502667389176663
1291,12.060129085154985
1292,9.86147444686071
1293,8.644762588280068
1294,100.70141638836546
1295,7.796857250441203
1296,10.503253602479079
1297,12.227272773252778
1298,10.459351418471334
1299,6.36209416224565
1300,9.673142654355003
1301,13.289597552626745
1302,7.958771467795702
1303,9.20506188605077
1304,34.626667401180555
1305,9.117925696816597
1306,28.654201866735363
1307,7.730561351401733
1308,21.940812135638854
1309,18.871707887241616
1310,11.808385383517656
1311,14.767789195410053
1312,9.561949962903912
1313,15.663545454592537
1314,11.653222361637997
1315,30.50053805373709
1316,10.108179414501949
1317,9.496306007680754
1318,11.134884506110783
1319,15.353133895959429
1320,13.131860328271761
1321,34.08102258654563
1322,8.131252821080304
1323,9.427252799510969
1324,15.789081027135879
1325,10.65976324929685
1326,79.23075771119895
1327,56.54446151341657
1328,19.129156944573836
1329,7.321647928656981
1330,21.825222731807923
1331,8.71608052427777
1332,11.910213372512866
1333,16.081003651133358
1334,19.484043770757783
1335,12.023817494882195
1336,8.129402356691644
1337,18.045505853541147
1338,8.242955071739708
1339,13.807316719492121
1340,13.992707511581226
1341,8.039749774205287
1342,12.814400060610224
1343,28.491740496499197
1344,15.54007566289386
1345,9.403460155113947
1346,10.837537192979
1347,8.548828639500831
1348,8.956521850404776
1349,15.925819315164887
1350,12.39513185529047
1351,8.612320457659527
1352,23.325295011740057
1353,12.46617517542452
1354,11.189074447260941
1355,23.09191853687926
1356,11.448366439066152
1357,12.477455341985161
1358,10.571782271559865
1359,13.305098273352636
1360,24.1019876740576
